Kecamatan; Price ;Kamar Tidur;Kamar Mandi;Luas Tanah;Luas Bangunan;Sertifikat;Daya Listrik;Ruang Makan;Ruang Tamu;Kondisi Perabotan;Jumlah Lantai;Hadap;Terjangkau Internet;Lebar Jalan;Sumber Air;Hook;Kondisi Properti
mulyorejo; 6.500.000.000 ;5;5;357;420;HGB - Hak Guna Bangunan;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus
mulyorejo; 6.500.000.000 ;5;5;357;420;HGB - Hak Guna Bangunan;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus
mulyorejo; 6.500.000.000 ;5;5;357;420;HGB - Hak Guna Bangunan;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus
gayungan; 6.500.000.000 ;1;2;360;360;HGB - Hak Guna Bangunan;;;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus
rungkut; 6.500.000.000 ;3;3;360;300;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;1;;Ya;3 Mobil;PAM atau PDAM;Ya;Bagus
tambaksari; 6.500.000.000 ;5;4;372;372;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;1;;Tidak;3 Mobil;PAM atau PDAM;Ya;Butuh Renovasi
rungkut; 6.500.000.000 ;6;3;375;400;SHM - Sertifikat Hak Milik;3500;Ya;Ya;Unfurnished;2;Utara;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 6.500.000.000 ;3;3;375;270;SHM - Sertifikat Hak Milik;3300;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 6.500.000.000 ;4;3;375;337;HGB - Hak Guna Bangunan;4400;;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
wiyung; 6.500.000.000 ;4;3;375;380;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
genteng; 6.500.000.000 ;5;3;383;300;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;1;Barat;Tidak;;PAM atau PDAM;Tidak;Bagus
gubeng; 6.500.000.000 ;7;2;385;280;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;1;Timur;Tidak;;PAM atau PDAM;Tidak;Bagus
gubeng; 6.500.000.000 ;3;3;385;280;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
rungkut; 6.500.000.000 ;3;3;390;350;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Timur;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 6.500.000.000 ;4;4;390;350;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 6.500.000.000 ;5;5;400;450;HGB - Hak Guna Bangunan;2200;;Ya;Unfurnished;2;Utara;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus
sambikerep; 6.500.000.000 ;5;4;420;700;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Butuh Renovasi
gayungan; 6.500.000.000 ;5;4;421;600;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Utara;Tidak;;PAM atau PDAM;Tidak;Bagus
sukomanunggal; 6.500.000.000 ;4;3;480;480;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
sawahan; 6.500.000.000 ;3;4;504;441;HGB - Hak Guna Bangunan;5500;Ya;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
gayungan; 6.500.000.000 ;7;5;568;700;SHM - Sertifikat Hak Milik;6600;;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 6.500.000.000 ;2;2;760;280;SHM - Sertifikat Hak Milik;5500;;Ya;Unfurnished;1;Utara;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus
sukomanunggal; 6.600.000.000 ;5;5;330;280;SHM - Sertifikat Hak Milik;7700;;Ya;Unfurnished;1;Barat;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus
sambikerep; 6.600.000.000 ;4;4;400;285;Lainnya (PPJB,Girik,Adat,dll);4400;;;Unfurnished;2;;;;;;Bagus
dukuh pakis; 6.740.000.000 ;4;3;252;290;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;Barat Daya;Tidak;;;Tidak;Bagus
dukuh pakis; 6.750.000.000 ;4;4;200;214;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
lakarsantri; 6.750.000.000 ;4;4;210;325;HGB - Hak Guna Bangunan;4400;Ya;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Baru
dukuh pakis; 6.750.000.000 ;5;4;220;350;HGB - Hak Guna Bangunan;5500;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 6.750.000.000 ;4;3;252;290;SHM - Sertifikat Hak Milik;3500;Ya;Ya;Unfurnished;1;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 6.750.000.000 ;4;3;252;290;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;2;Barat Daya;Tidak;;;Tidak;Bagus
dukuh pakis; 6.750.000.000 ;4;3;252;290;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus
wiyung; 6.750.000.000 ;4;3;252;290;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;Barat Daya;Tidak;;;Tidak;Bagus
sukomanunggal; 6.750.000.000 ;4;5;300;420;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;1;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sukomanunggal; 6.750.000.000 ;4;1;300;420;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;2;Utara;Tidak;3 Mobil;PAM atau PDAM;Tidak;Baru
sukomanunggal; 6.750.000.000 ;4;5;300;420;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
sukomanunggal; 6.750.000.000 ;5;5;300;420;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru
sukolilo; 6.750.000.000 ;4;3;375;300;Lainnya (PPJB,Girik,Adat,dll);;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus
sukolilo; 6.750.000.000 ;4;3;375;350;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Timur;Tidak;;;Tidak;Butuh Renovasi
gubeng; 6.750.000.000 ;3;2;450;400;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;1;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
gubeng; 6.750.000.000 ;3;2;450;400;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;1;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 6.750.000.000 ;3;3;450;330;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Bagus
sukolilo; 6.700.000.000 ;4;4;240;170;SHM - Sertifikat Hak Milik;4400;;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
mulyorejo; 6.700.000.000 ;4;3;444;600;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Timur;Ya;;PAM atau PDAM;Tidak;Butuh Renovasi
mulyorejo; 6.700.000.000 ;4;3;444;600;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Timur;Ya;;PAM atau PDAM;Tidak;Butuh Renovasi
mulyorejo; 6.700.000.000 ;4;3;444;600;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Timur;Ya;;PAM atau PDAM;Tidak;Butuh Renovasi
mulyorejo; 6.700.000.000 ;4;3;444;600;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Timur;Ya;;PAM atau PDAM;Tidak;Butuh Renovasi
mulyorejo; 6.700.000.000 ;4;3;444;600;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Timur;Ya;;PAM atau PDAM;Tidak;Butuh Renovasi
wonocolo; 6.700.000.000 ;5;4;559;700;HGB - Hak Guna Bangunan;;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;;Tidak;Bagus
wonocolo; 6.700.000.000 ;5;4;559;700;HGB - Hak Guna Bangunan;;Ya;Ya;Unfurnished;2;Selatan;Ya;;;Tidak;Bagus
wonocolo; 6.700.000.000 ;5;4;559;700;HGB - Hak Guna Bangunan;;;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Bagus
sukolilo; 6.700.000.000 ;1;1;791;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Butuh Renovasi
wiyung; 6.850.000.000 ;3;2;120;100;HGB - Hak Guna Bangunan;2200;;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
lakarsantri; 6.890.000.000 ;5;5;240;450;Lainnya (PPJB,Girik,Adat,dll);5500;;Tidak;Unfurnished;3;Selatan;Tidak;;;Tidak;Baru
gubeng; 6.800.000.000 ;4;3;240;260;Lainnya (PPJB,Girik,Adat,dll);;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
wiyung; 6.800.000.000 ;4;5;330;275;SHM - Sertifikat Hak Milik;7700;Tidak;Tidak;Unfurnished;2;;Tidak;3 Mobil;;Tidak;Sudah Renovasi
genteng; 6.950.000.000 ;5;4;354;337;HGB - Hak Guna Bangunan;4400;Ya;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Sudah Renovasi
genteng; 6.950.000.000 ;5;4;354;337;HGB - Hak Guna Bangunan;4400;;;Unfurnished;2;Selatan;;;;;Bagus
dukuh pakis; 6.990.000.000 ;4;4;250;350;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 6.990.000.000 ;5;5;300;475;SHM - Sertifikat Hak Milik;4400;;Tidak;Unfurnished;2;Utara;Tidak;;;Tidak;Bagus
sukolilo; 6.990.000.000 ;5;3;300;450;SHM - Sertifikat Hak Milik;5500;;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sambikerep; 6.990.000.000 ;4;4;330;405;HGB - Hak Guna Bangunan;5500;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 6.990.000.000 ;6;5;395;427;SHM - Sertifikat Hak Milik;11000;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
gubeng; 6.990.000.000 ;4;3;450;350;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
dukuh pakis; 6.990.000.000 ;3;1;600;600;SHM - Sertifikat Hak Milik;3500;Ya;Ya;Unfurnished;2;Timur Laut;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 6.900.000.000 ;2;1;72;72;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;1;;Tidak;;;Tidak;Bagus
wiyung; 6.900.000.000 ;4;2;126;180;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
lakarsantri; 6.900.000.000 ;4;3;240;400;HGB - Hak Guna Bangunan;4400;;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
lakarsantri; 6.900.000.000 ;4;3;240;400;HGB - Hak Guna Bangunan;4400;;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
lakarsantri; 6.900.000.000 ;4;3;240;400;HGB - Hak Guna Bangunan;4400;;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
lakarsantri; 6.900.000.000 ;4;2;240;400;HGB - Hak Guna Bangunan;4400;Ya;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
lakarsantri; 6.900.000.000 ;4;3;240;400;HGB - Hak Guna Bangunan;4400;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
sukolilo; 6.900.000.000 ;4;3;240;300;SHM - Sertifikat Hak Milik;5500;;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;
wiyung; 6.900.000.000 ;4;3;240;400;HGB - Hak Guna Bangunan;4400;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 6.900.000.000 ;4;3;253;300;HGB - Hak Guna Bangunan;3500;Ya;Ya;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 6.900.000.000 ;4;3;312;400;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;Barat Daya;Tidak;;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 6.900.000.000 ;5;4;312;400;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 6.900.000.000 ;4;3;312;400;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 6.900.000.000 ;2;2;345;200;SHM - Sertifikat Hak Milik;10000;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Bagus
gubeng; 6.900.000.000 ;5;3;360;360;SHM - Sertifikat Hak Milik;5500;Ya;Tidak;Unfurnished;1;Barat;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 6.900.000.000 ;5;3;360;420;SHM - Sertifikat Hak Milik;5500;;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 6.900.000.000 ;4;5;360;360;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus
sukomanunggal; 6.900.000.000 ;3;3;375;200;SHM - Sertifikat Hak Milik;4400;;;Unfurnished;1;Selatan;;;;;Bagus
mulyorejo; 6.900.000.000 ;4;2;450;300;SHM - Sertifikat Hak Milik;7700;Tidak;Tidak;Unfurnished;1;Timur;Tidak;;PAM atau PDAM;Tidak;Bagus
sukomanunggal; 6.900.000.000 ;3;3;610;250;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Bagus
wiyung; 6.000.000.000 ;6;2;96;120;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
wiyung; 6.000.000.000 ;3;2;160;160;SHM - Sertifikat Hak Milik;3500;Ya;Ya;Unfurnished;2;;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sukomanunggal; 6.000.000.000 ;6;4;180;225;Lainnya (PPJB,Girik,Adat,dll);;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
gayungan; 6.000.000.000 ;3;2;200;270;SHM - Sertifikat Hak Milik;5500;;Tidak;Unfurnished;2;Timur;Ya;;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 6.000.000.000 ;4;4;210;390;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Timur;Tidak;;;Tidak;Bagus
wiyung; 6.000.000.000 ;3;3;225;200;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
bubutan; 6.000.000.000 ;3;2;238;500;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;3;Barat;Tidak;3 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi
dukuh pakis; 6.000.000.000 ;4;3;240;280;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;;Ya;;;Tidak;Bagus
dukuh pakis; 6.000.000.000 ;4;4;240;300;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus
dukuh pakis; 6.000.000.000 ;4;3;240;300;HGB - Hak Guna Bangunan;;;Ya;Unfurnished;2;Utara;Ya;;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 6.000.000.000 ;4;3;240;300;SHM - Sertifikat Hak Milik;6600;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus
jambangan; 6.000.000.000 ;6;4;240;460;SHM - Sertifikat Hak Milik;3500;;;Unfurnished;2;;;;;;Bagus Sekali
lakarsantri; 6.000.000.000 ;4;5;240;400;HGB - Hak Guna Bangunan;4400;Ya;Ya;Unfurnished;1;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
wiyung; 6.000.000.000 ;4;5;240;400;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Bagus
wiyung; 6.000.000.000 ;4;5;240;400;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;Selatan;Ya;;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 6.000.000.000 ;4;3;243;300;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Timur Laut;Tidak;;;Tidak;
bubutan; 6.000.000.000 ;1;3;250;800;Lainnya (PPJB,Girik,Adat,dll);;;;Unfurnished;3;Selatan;;;;;Bagus
lakarsantri; 6.000.000.000 ;5;5;250;275;HGB - Hak Guna Bangunan;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
sukolilo; 6.000.000.000 ;4;3;280;500;HGB - Hak Guna Bangunan;4400;;;Unfurnished;2;Barat;;;;;Bagus Sekali
sambikerep; 6.000.000.000 ;5;5;288;380;SHM - Sertifikat Hak Milik;16500;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
sambikerep; 6.000.000.000 ;5;5;288;380;SHM - Sertifikat Hak Milik;16500;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
sambikerep; 6.000.000.000 ;5;5;288;380;SHM - Sertifikat Hak Milik;16500;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 6.000.000.000 ;4;4;300;400;SHM - Sertifikat Hak Milik;3500;;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 6.000.000.000 ;4;3;300;400;HGB - Hak Guna Bangunan;3500;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Bagus
wonokromo; 6.000.000.000 ;5;5;300;340;Lainnya (PPJB,Girik,Adat,dll);4400;;;Unfurnished;1;Barat;;;;;Bagus
tandes; 6.000.000.000 ;5;5;308;470;Lainnya (PPJB,Girik,Adat,dll);5500;Ya;Ya;Unfurnished;2;Barat;Ya;2 Mobil;PAM atau PDAM;Ya;Baru
tandes; 6.000.000.000 ;5;5;308;470;Lainnya (PPJB,Girik,Adat,dll);5500;Ya;Ya;Unfurnished;2;Barat;Ya;3 Mobil;PAM atau PDAM;Ya;Baru
tandes; 6.000.000.000 ;5;5;308;470;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;2;Barat;Ya;3 Mobil;PAM atau PDAM;Ya;Baru
tandes; 6.000.000.000 ;5;5;308;470;Lainnya (PPJB,Girik,Adat,dll);5500;Ya;Ya;Unfurnished;2;Barat;Ya;3 Mobil;PAM atau PDAM;Ya;Baru
tandes; 6.000.000.000 ;5;5;308;470;Lainnya (PPJB,Girik,Adat,dll);5500;Ya;Ya;Unfurnished;2;Barat;Ya;3 Mobil;PAM atau PDAM;Ya;Baru
tambaksari; 6.000.000.000 ;5;2;315;200;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi
sambikerep; 6.000.000.000 ;4;4;320;290;HGB - Hak Guna Bangunan;4400;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
sambikerep; 6.000.000.000 ;4;4;320;290;HGB - Hak Guna Bangunan;4400;Ya;Ya;Unfurnished;2;Selatan;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus
sambikerep; 6.000.000.000 ;4;4;320;290;HGB - Hak Guna Bangunan;4400;;Tidak;Unfurnished;2;Selatan;Ya;2 Mobil;;Tidak;Bagus
sambikerep; 6.000.000.000 ;5;5;320;290;HGB - Hak Guna Bangunan;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
sambikerep; 6.000.000.000 ;4;4;320;290;HGB - Hak Guna Bangunan;4400;Ya;Ya;Unfurnished;2;Selatan;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus
sambikerep; 6.000.000.000 ;4;4;320;290;HGB - Hak Guna Bangunan;4400;Ya;Ya;Unfurnished;2;Selatan;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus
sambikerep; 6.000.000.000 ;4;4;320;290;HGB - Hak Guna Bangunan;4400;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;;Tidak;Bagus
sambikerep; 6.000.000.000 ;4;4;320;290;HGB - Hak Guna Bangunan;4400;Ya;Ya;Unfurnished;2;Selatan;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus
sambikerep; 6.000.000.000 ;4;4;320;350;HGB - Hak Guna Bangunan;5500;Ya;Ya;Unfurnished;2;Selatan;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus
bubutan; 6.000.000.000 ;2;3;321;293;Lainnya (PPJB,Girik,Adat,dll);;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
genteng; 6.000.000.000 ;2;3;322;250;SHM - Sertifikat Hak Milik;7600;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
genteng; 6.000.000.000 ;2;3;322;322;SHM - Sertifikat Hak Milik;7700;Ya;Ya;Unfurnished;1;;Ya;;PAM atau PDAM;Tidak;Bagus
mulyorejo; 6.000.000.000 ;5;4;350;250;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;;Ya;3 Mobil;;Tidak;
sambikerep; 6.000.000.000 ;4;4;350;320;HGB - Hak Guna Bangunan;4400;;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 6.000.000.000 ;5;4;375;348;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 6.000.000.000 ;4;3;375;348;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
tenggilis mejoyo; 6.000.000.000 ;4;3;400;520;SHM - Sertifikat Hak Milik;5500;;Ya;Unfurnished;1;Timur;Tidak;3 Mobil;PAM atau PDAM;Tidak;Bagus
wonokromo; 6.000.000.000 ;5;3;426;356;SHM - Sertifikat Hak Milik;2200;Tidak;Ya;Unfurnished;1;;Ya;3 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi
sukolilo; 6.000.000.000 ;6;4;480;500;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Bagus
wonocolo; 6.000.000.000 ;4;4;600;240;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
wonocolo; 6.000.000.000 ;4;4;600;250;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus
tambaksari; 6.000.000.000 ;4;2;842;200;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Sudah Renovasi
benowo; 7.110.000.000 ;4;4;264;366;HGB - Hak Guna Bangunan;4400;Tidak;Tidak;Unfurnished;2;;Ya;2 Mobil;;Tidak;Bagus
wiyung; 7.100.000.000 ;2;2;108;67;HGB - Hak Guna Bangunan;3500;Ya;Tidak;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
lakarsantri; 7.100.000.000 ;4;5;240;400;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru
sambikerep; 7.100.000.000 ;4;5;240;400;Lainnya (PPJB,Girik,Adat,dll);2200;Ya;Ya;Unfurnished;3;Selatan;Ya;2 Mobil;Sumur Bor;Tidak;Baru
sambikerep; 7.100.000.000 ;4;5;240;400;Lainnya (PPJB,Girik,Adat,dll);2200;Ya;Ya;Unfurnished;3;Selatan;Ya;2 Mobil;Sumur Bor;Tidak;Baru
sambikerep; 7.100.000.000 ;4;5;240;400;HGB - Hak Guna Bangunan;;Ya;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Baru
dukuh pakis; 7.250.000.000 ;4;3;252;290;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;1;Barat Daya;Ya;2 Mobil;Sumur Pompa;Tidak;Bagus
dukuh pakis; 7.250.000.000 ;4;3;252;290;SHM - Sertifikat Hak Milik;5500;;;Unfurnished;2;Barat Daya;;;;;Bagus
sukomanunggal; 7.250.000.000 ;4;4;300;420;SHM - Sertifikat Hak Milik;3500;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
sukomanunggal; 7.250.000.000 ;4;5;300;420;SHM - Sertifikat Hak Milik;4400;;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
sukomanunggal; 7.250.000.000 ;4;5;300;420;SHM - Sertifikat Hak Milik;4400;;Tidak;Unfurnished;2;Utara;Tidak;;;Tidak;Baru
gubeng; 7.250.000.000 ;5;3;525;400;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;1;Barat;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 7.250.000.000 ;5;3;525;400;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
sukolilo; 7.250.000.000 ;5;3;525;400;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;Barat;Tidak;2 Mobil;PAM atau PDAM;Tidak;
mulyorejo; 7.200.000.000 ;4;3;375;300;SHM - Sertifikat Hak Milik;7700;Ya;Ya;Unfurnished;2;Barat Laut;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus
sambikerep; 7.200.000.000 ;4;4;475;400;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Selatan;Ya;4 Mobil;PAM atau PDAM;Ya;Bagus
